step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
109,TRANSFER,76710.34743570437,22670.421431568422,0.0,277213.45424153813,353923.8016772425,0.0
317,PAYMENT,805.6481587092551,68247.51085108427,67441.86269237501,325549.73716175504,326355.38532046427,0.0
121,DEBIT,2782.3670075117216,143186.40754732306,140404.04053981134,119540.89130705455,122323.25831456628,0.0
499,DEBIT,17486.062212751633,10472.288584951903,0.0,2291.089028948324,19777.151241699958,1.0
43,DEBIT,927.7702541344182,198146.17225442085,197218.40200028644,2067.686629938774,2995.456884073192,0.0
99,CASH_IN,1441305.4219963555,3079.5321141125137,0.0,39863.05060232506,1481168.4725986805,0.0
706,PAYMENT,114058.22744930485,71165.52878726259,0.0,79833.83753770193,193892.06498700677,0.0
311,CASH_IN,21446.87671210576,23480.56137962315,2033.6846675173874,231172.10601492628,252618.98272703204,0.0
214,CASH_IN,11098.740282237717,31275.806053328997,20177.06577109128,8418.884096851547,19517.624379089262,0.0
463,PAYMENT,6638.708305762913,10555.444403277232,3916.7360975143183,77126.88463898725,83765.59294475015,0.0
741,PAYMENT,433.51902579509016,266903.4273976679,266469.9083718728,69176.79998099669,69610.31900679177,0.0
423,PAYMENT,688.3192088656665,6578.272346177866,5889.953137312199,5949.990491734899,6638.309700600565,0.0
389,PAYMENT,986818.5509267914,353244.7553905328,0.0,9123.802250090539,995942.3531768819,0.0
697,DEBIT,512573.44060258573,357919.7694332015,0.0,903.9054915887289,513477.3460941745,0.0
112,CASH_OUT,6963.548672658969,54296.99562956176,47333.44695690279,2623.029117370642,9586.57779002961,0.0
272,CASH_OUT,135401.30971761764,11781.98283694622,0.0,6247.906233875827,141649.21595149348,0.0
102,PAYMENT,60647.97648422306,4123.481907031205,0.0,62556.82641550388,123204.80289972693,1.0
210,CASH_OUT,76770.51401339329,407.9951987354562,0.0,2033480.353887529,2110250.8679009224,0.0
739,CASH_OUT,1273.6530540700278,64845.07467806755,63571.42162399752,58079.47124245869,59353.12429652872,0.0
22,PAYMENT,592.0814174710985,2385.1323647898444,1793.0509473187458,1827.69141736822,2419.7728348393184,1.0
159,CASH_OUT,234494.80618064007,3155.9143871392766,0.0,8478.174238289586,242972.98041892966,0.0
741,CASH_IN,420.48272390775884,66304.67348551242,65884.19076160467,179959.35512563176,180379.83784953953,0.0
343,TRANSFER,16376.66798892511,9322.909143784671,0.0,4419.447596880631,20796.11558580574,1.0
400,TRANSFER,10557.537592751847,34036.85417213306,23479.316579381215,441706.54751354543,452264.0851062973,0.0
454,PAYMENT,8775.316154142816,55335.24482851456,46559.92867437174,86599.90081274885,95375.21696689166,0.0
699,DEBIT,41311.72531473763,545468.4812786577,504156.75596392003,13319.01396672544,54630.73928146307,0.0
143,PAYMENT,5680.6170446882525,32766.022025528757,27085.404980840503,479.9995562529296,6160.616600941182,0.0
397,DEBIT,48604.476997213635,7337.626417776191,0.0,165214.6345483337,213819.11154554735,0.0
536,TRANSFER,29211.297945993854,18955.388301759172,0.0,79806.8327430582,109018.13068905205,1.0
141,PAYMENT,1465144.9068990361,6934.48993710465,0.0,56683.58577852881,1521828.492677565,0.0
240,CASH_IN,1379.0928630152328,945537.8213449683,944158.728481953,4639888.647699416,4641267.740562431,0.0
292,CASH_OUT,23354.33660769124,46372.74572208231,23018.409114391074,3387.5726720599705,26741.90927975121,0.0
82,DEBIT,52192.29719956733,70921.95728513638,18729.66008556905,461933.20481767086,514125.5020172382,0.0
560,CASH_OUT,13189.744686596214,329392.0028362889,316202.2581496927,15168.747787028427,28358.49247362464,0.0
171,CASH_OUT,1519.0642271515733,4042.831595459382,2523.7673683078083,36691.48135578977,38210.54558294135,0.0
580,PAYMENT,272176.37191815,1270.3180590242023,0.0,41121.0293533772,313297.40127152717,0.0
526,CASH_OUT,43211.79028624416,21047.10797385655,0.0,116914.06760682934,160125.8578930735,0.0
542,CASH_IN,1747.9633237287396,1277.4770479962872,0.0,5276.239750508209,7024.203074236949,0.0
110,CASH_OUT,52962.31623006743,9679.725484231154,0.0,2643458.576302809,2696420.8925328767,0.0
212,PAYMENT,662073.6881343676,282.0753925493792,0.0,2413.588698775981,664487.2768331436,1.0
438,CASH_IN,20483.360101832954,1475.3284601756138,0.0,10791.245150860237,31274.60525269319,1.0
322,TRANSFER,21929.20657921066,254195.78323791316,232266.5766587025,879186.861153673,901116.0677328837,1.0
714,CASH_OUT,506870.11285383697,49477.52257101467,0.0,233197.17066493258,740067.2835187695,0.0
84,PAYMENT,3162.8602402135944,802352.2172051962,799189.3569649826,10792.710271519923,13955.570511733518,0.0
376,TRANSFER,697392.7973023213,20696.582327312324,0.0,85872.5177854859,783265.3150878072,1.0
53,TRANSFER,154171.6915751758,19166.813249982482,0.0,2553.5186169138547,156725.21019208964,1.0
496,DEBIT,3468.7933407245073,33892.50681591061,30423.7134751861,4353.950484916919,7822.743825641426,0.0
256,CASH_IN,5787.53647246118,28842558.193101317,28836770.656628855,10633.228002518525,16420.764474979704,0.0
586,CASH_OUT,7710.777716683693,180811.34493476065,173100.56721807696,381863.04286633484,389573.82058301853,0.0
220,PAYMENT,562.7703112740223,4100.1989336744,3537.4286224003777,326.3312565263242,889.1015678003465,0.0
655,DEBIT,37084.09676766798,49745.9483989883,12661.851631320322,128163.23030897208,165247.32707664007,0.0
100,CASH_IN,3797.52946504731,29885.58192041902,26088.052455371708,9985.39177063103,13782.92123567834,0.0
129,DEBIT,39858.96561038133,93135.43906161234,53276.47345123101,76292.48090495754,116151.44651533887,0.0
219,CASH_IN,1665.8878430289838,933260.8535532274,931594.9657101984,70806.0371246981,72471.92496772707,0.0
477,CASH_IN,139528.82277678646,71364.16772889167,0.0,20875.42959753027,160404.25237431674,1.0
458,CASH_OUT,96302.721714783,10493.1853766944,0.0,4860.8009524846975,101163.5226672677,1.0
22,CASH_IN,5368.167984676556,916848.7868415539,911480.6188568773,5803.5664415958845,11171.73442627244,0.0
690,DEBIT,45220.161432625406,1616.8796049304276,0.0,11764.639356347365,56984.800788972774,0.0
560,CASH_IN,25999.72184349196,12806.156815607566,0.0,852.4696405316257,26852.191484023584,1.0
629,CASH_OUT,427025.4841610326,133641.63328955733,0.0,26340.868447934357,453366.35260896693,0.0
329,CASH_OUT,2793.4762422524514,4532.344201104805,1738.8679588523532,5369.2885745421845,8162.764816794635,0.0
691,DEBIT,16242.784250411869,19859.733418317443,3616.9491679055736,8725.500490312612,24968.28474072448,0.0
480,TRANSFER,6115.811382627665,5417.302714637955,0.0,14591.319213195338,20707.130595823004,1.0
339,TRANSFER,24092.030838664476,20400.62811761822,0.0,98771.52567981792,122863.5565184824,0.0
179,CASH_IN,63994.16623232191,5436.017804846243,0.0,262084.46788520543,326078.63411752734,1.0
421,PAYMENT,5981.252324621145,25798.962212803694,19817.709888182548,343006.18838790763,348987.44071252877,0.0
482,CASH_IN,10633.74333191223,11393.006185602499,759.2628536902685,50074.21335753292,60707.95668944515,0.0
49,DEBIT,152067.77614157312,313164.0781815606,161096.3020399875,10103.325541653496,162171.10168322662,0.0
30,DEBIT,332584.52717994014,47619.576729921006,0.0,1610.5386097589428,334195.0657896991,0.0
85,DEBIT,59102.71080255136,96399.81698668799,37297.10618413663,2904497.255370803,2963599.9661733545,0.0
502,DEBIT,16715.200642372492,29396.191752955572,12680.99111058308,775998.0002667665,792713.200909139,1.0
546,DEBIT,13819.088747591884,9238.698393648332,0.0,131126.547740621,144945.63648821288,0.0
329,CASH_OUT,65923.65819157218,43027.781983900895,0.0,82135.59316151956,148059.25135309173,0.0
610,TRANSFER,34736.073317063245,33043.680385285756,0.0,10850.896882816602,45586.97019987985,1.0
434,DEBIT,814.0716011357987,173.67308729196915,0.0,28592.995214225288,29407.066815361086,1.0
588,PAYMENT,69200.9911593932,23555.299790151745,0.0,138864.8984667156,208065.8896261088,0.0
687,PAYMENT,3939.702221573171,84450.70996539416,80511.00774382098,501.8112414840893,4441.51346305726,0.0
249,PAYMENT,1294.8202780171925,5259.555688566242,3964.7354105490494,6474.753294723424,7769.573572740616,0.0
134,PAYMENT,783.1390166002269,124871.56268673409,124088.42367013387,22497.647967080316,23280.786983680544,0.0
690,CASH_OUT,14296.803469130007,44854.68768740293,30557.884218272928,470.4789419568336,14767.28241108684,0.0
365,PAYMENT,2884.0512699869087,9961.048603583436,7076.997333596528,1124.3640499334686,4008.4153199203774,0.0
740,DEBIT,210.035566470371,65108.26034057603,64898.22477410566,5905.220193817139,6115.25576028751,0.0
575,CASH_IN,10754.60147682077,10538.768366798244,0.0,26160.675474188556,36915.27695100933,0.0
425,PAYMENT,8257.344537208095,38314.98219141602,30057.637654207923,451631.03761190356,459888.38214911165,0.0
415,CASH_OUT,16320.83466147812,13097.239715751868,0.0,9005.833079812424,25326.667741290545,0.0
656,CASH_OUT,6261.681836043961,66039.64366199035,59777.96182594639,948140.4454009807,954402.1272370246,0.0
512,PAYMENT,854831.2218217032,325673.1273628114,0.0,5143.343576572995,859974.5653982762,0.0
385,CASH_IN,61986.666804950844,9207.393683823966,0.0,17128.03371697235,79114.7005219232,0.0
388,PAYMENT,8109.35289361999,133847.1376151438,125737.7847215238,1139.1421458921377,9248.495039512127,0.0
449,CASH_OUT,19394.52958446421,12113.495826111473,0.0,9211.302145322294,28605.831729786503,1.0
564,TRANSFER,372981.96080027317,12304.92572429243,0.0,489.71206620749103,373471.67286648066,0.0
303,DEBIT,149230.2394465125,9991.310728625678,0.0,19221866.312365323,19371096.551811837,0.0
99,CASH_OUT,1349.6173289997832,752.9407886761722,0.0,2724.0146996781436,4073.632028677927,0.0
306,PAYMENT,3138.2446011113084,59916.82549533348,56778.58089422218,45162.41582047704,48300.66042158835,1.0
557,DEBIT,4611.489805264669,38874.470252245585,34262.98044698092,8485.165571481564,13096.655376746232,0.0
42,PAYMENT,9141.685879298597,30512.776874973795,21371.0909956752,13760.594945315384,22902.280824613983,0.0
468,PAYMENT,6695.249970007516,493382.89454035717,486687.64457034966,18903.894515895005,25599.14448590252,1.0
440,TRANSFER,23576.80125115712,614916.8043874174,591340.0031362603,147108.97939103903,170685.78064219616,1.0
327,DEBIT,95936.57951040204,301310.36422855384,205373.7847181518,60862.38392067261,156798.96343107463,0.0
569,DEBIT,133963.2220254888,13757.552207557575,0.0,35724.13082050856,169687.35284599735,0.0
33,TRANSFER,11457.5629914245,12430.33533098111,972.77233955661,70217.96138898275,81675.52438040724,1.0
412,CASH_OUT,837.6605631276753,2874.6473923915128,2036.9868292638375,46270.01235455985,47107.67291768752,0.0
626,PAYMENT,2749.5158380142407,24926.170090179014,22176.65425216477,1715.8910175799178,4465.4068555941585,1.0
114,CASH_IN,7788.864938508902,22393.068375343606,14604.203436834705,13408.65793028134,21197.52286879024,0.0
508,PAYMENT,1826.0876872505394,64659.465919987626,62833.37823273709,86475.02016967039,88301.10785692092,0.0
56,PAYMENT,215715.9928121585,2597.50639585547,0.0,6697.837999437404,222413.83081159592,0.0
556,CASH_OUT,2081.6536540986244,10419.949842681272,8338.296188582648,44993.54118572478,47075.19483982341,1.0
724,PAYMENT,75669.169888145,742.563823941659,0.0,199745.31107931756,275414.4809674625,0.0
352,TRANSFER,762.2230961647806,5260.190594279754,4497.967498114973,5498.084188414668,6260.307284579449,0.0
329,TRANSFER,81994.06967480283,131303.81589327744,49309.74621847461,168803.9242893475,250797.99396415032,0.0
546,DEBIT,16671.610581834844,2433.6564801055615,0.0,17821.58561065424,34493.196192489086,0.0
270,CASH_IN,453640.99514019676,720684.2140536213,267043.2189134245,25501.348264807115,479142.3434050039,1.0
196,PAYMENT,2291.300379993904,165678.58587831852,163387.2854983246,119720.23666517733,122011.53704517124,0.0
413,PAYMENT,7127.889015239344,60022.952135386426,52895.06312014708,72152.29448811909,79280.18350335844,0.0
637,CASH_OUT,10500.04474094713,317131.6480620161,306631.603321069,95.79169654304852,10595.83643749018,1.0
79,TRANSFER,16236.220514637662,17290.845301179736,1054.6247865420737,561.2956756269942,16797.516190264658,0.0
657,CASH_IN,11026.297033915353,5038.940082683248,0.0,63797.16254314375,74823.4595770591,0.0
83,DEBIT,11460.285104432762,18180.690569646446,6720.405465213684,16608.996541001587,28069.28164543435,0.0
742,TRANSFER,11090.84101857448,707.9047179866245,0.0,892.2765136941117,11983.117532268592,1.0
137,DEBIT,349.89749313833244,238345.40807901687,237995.51058587854,5892.842623087069,6242.740116225402,0.0
539,CASH_OUT,160599.5057897108,10962.359761602038,0.0,740.9337006593327,161340.43949037013,0.0
689,CASH_OUT,6731261.546665113,4863.854249687729,0.0,17840.683657856574,6749102.23032297,1.0
719,PAYMENT,39996.29921544425,6129.755150556911,0.0,272802.3444188506,312798.64363429486,0.0
306,CASH_IN,2272.1875032697612,22768.946167737195,20496.758664467434,5271.6507924802445,7543.838295750005,0.0
311,DEBIT,2781.992671720998,27980.022198522845,25198.02952680185,36006.407323029736,38788.39999475073,0.0
388,TRANSFER,75082.89161793058,16445.248787518292,0.0,17874.791246168617,92957.6828640992,1.0
725,CASH_OUT,47616.70631735182,16299.680365187554,0.0,541621.752396458,589238.4587138097,0.0
549,PAYMENT,12474.224806049402,66139.31987266529,53665.09506661589,278294.12952414434,290768.3543301937,0.0
506,PAYMENT,99390.19458556676,2447.0744641071947,0.0,917.9374814576162,100308.13206702437,1.0
388,DEBIT,355.0398037718369,34557.60229380938,34202.56249003754,15021.128186669415,15376.167990441252,0.0
293,CASH_OUT,99521.02968793607,11664.137183852134,0.0,3746.068071881709,103267.09775981777,1.0
179,CASH_IN,35437.374860474556,405.05548372081313,0.0,6622.133938516591,42059.50879899115,0.0
672,CASH_OUT,3005.2138778609124,2523.4783511430824,0.0,105951.6564736711,108956.87035153201,0.0
429,DEBIT,1253.07040597121,4518.965085398809,3265.894679427599,32409.3264639066,33662.39686987781,0.0
524,DEBIT,28075.555494205924,622056.5041098609,593980.948615655,103055.60089960558,131131.1563938115,0.0
681,CASH_OUT,367499.1458944259,54448.36555038549,0.0,225.33649615622227,367724.48239058215,1.0
312,DEBIT,13958.075881879933,37872.43590860207,23914.360026722137,141618.05006409582,155576.12594597574,0.0
80,CASH_OUT,4002.3219834193396,8316.996490652016,4314.674507232677,51853.266921767645,55855.58890518698,1.0
14,TRANSFER,32292.055534460174,7905.411778299901,0.0,547935.5050643148,580227.560598775,0.0
54,CASH_OUT,840492.7619949323,2067.799819245241,0.0,6492.31235074308,846985.0743456754,1.0
447,CASH_OUT,52187.57016792682,11466.45773871587,0.0,189514.05675478088,241701.62692270768,1.0
65,DEBIT,64783.354634521624,344972.0705829334,280188.71594841173,39502.060581857215,104285.41521637884,0.0
372,DEBIT,254128.99513318806,1577.7662199830966,0.0,28741.457330486657,282870.4524636747,0.0
503,PAYMENT,56676.49189787258,6816.790621854433,0.0,8301.840345424062,64978.33224329664,0.0
570,PAYMENT,4619.586997871189,140417.32070243332,135797.73370456212,18229.765633864543,22849.352631735732,0.0
96,TRANSFER,672.4112255894529,139657.59424346624,138985.18301787679,3106.9322102684023,3779.343435857855,1.0
533,PAYMENT,3486.6398595075025,5213.042572826147,1726.4027133186446,9941.818184224201,13428.458043731704,0.0
260,CASH_OUT,2417.6406118777627,225762.80128722495,223345.1606753472,6757.895918979104,9175.536530856867,1.0
585,DEBIT,82340.32472479611,9233.616637462552,0.0,12427.395130547065,94767.71985534318,0.0
248,PAYMENT,108737.94613809233,2211.620615940336,0.0,15314.224497200186,124052.17063529251,0.0
127,PAYMENT,31292.825200509455,440922.3148075844,409629.48960707494,16101.772154248547,47394.597354758,0.0
499,TRANSFER,1741.6984665660457,26474.07848083013,24732.380014264083,21684.2173171811,23425.915783747147,1.0
46,TRANSFER,784807.7386528092,15744.983354839615,0.0,21267.236211948082,806074.9748647573,0.0
268,CASH_OUT,9581.405502081698,31246.400656695885,21664.99515461419,27340.733990580466,36922.139492662165,0.0
640,DEBIT,73641.35390270212,3165.77005460726,0.0,20743.39896410204,94384.75286680416,1.0
542,TRANSFER,24310.160594552795,7159.48138333283,0.0,12823.731852750065,37133.89244730286,0.0
94,PAYMENT,33433.9445409723,389961.6417050519,356527.6971640796,52078.88946859256,85512.83400956486,0.0
736,DEBIT,68621.96875445642,907333.467452964,838711.4986985077,248892.39354663293,317514.36230108934,0.0
316,DEBIT,5475.066368973099,2377.1552436817656,0.0,11257.579211444712,16732.64558041781,0.0
612,PAYMENT,299780.21021952335,10110.025706555401,0.0,7555.291417048477,307335.50163657183,1.0
71,TRANSFER,935.4139567713144,22220.632397116693,21285.21844034538,46775.83838957249,47711.252346343805,1.0
593,PAYMENT,2759.727958046932,32905.257634941794,30145.52967689486,27324.701327357263,30084.429285404196,0.0
449,DEBIT,292102.12074084155,3291.9280193932927,0.0,3185.3024180421667,295287.4231588837,0.0
367,CASH_IN,71683.04464112961,80892.87330366274,9209.828662533124,4902.48235243968,76585.52699356929,0.0
620,CASH_IN,3544055.3033315055,94087.2675452151,0.0,6706.512425058596,3550761.815756564,1.0
614,CASH_OUT,25253.01635837188,120646.92293439196,95393.90657602008,2769.5020875765863,28022.518445948466,1.0
410,PAYMENT,660570.1422017411,99203.47452726135,0.0,52923.77417348892,713493.9163752301,0.0
91,PAYMENT,536.4870558073645,25912.09899044203,25375.611934634668,101669.59496598145,102206.08202178881,0.0
509,CASH_OUT,1303.7109497399895,159709.48501752104,158405.77406778105,4346.202527064766,5649.913476804756,0.0
528,CASH_OUT,132065.20737180155,65390.516923143565,0.0,1449.7049713165188,133514.91234311808,1.0
110,CASH_OUT,678.0793718887488,1132.5757759462863,454.49640405753746,31111.903450335554,31789.9828222243,1.0
672,DEBIT,14842.719965048573,1148.6176109308556,0.0,23426.93814748283,38269.658112531404,0.0
89,PAYMENT,227389.1548694526,40829.06641330175,0.0,2199436.3651646823,2426825.520034135,0.0
607,DEBIT,60014.563033449565,288265.426340476,228250.86330702645,83702.95600724382,143717.51904069338,0.0
272,CASH_OUT,22520.706201914807,53749.56818083314,31228.861978918336,2311.0595958851977,24831.765797800006,1.0
247,PAYMENT,8971.292735522156,71441.29876191776,62470.006026395604,3283.6899380025557,12254.982673524712,0.0
361,DEBIT,33006.234577129784,2648.691985745529,0.0,41386.43721646786,74392.67179359763,0.0
378,DEBIT,69877.34324805877,25202.186602829683,0.0,19739.641161135518,89616.98440919428,1.0
206,CASH_OUT,5873.531357312259,216254.9240260429,210381.39266873064,17662.433534385207,23535.964891697466,0.0
345,PAYMENT,46326.62162900977,53724.42456385931,7397.80293484954,25178.86125706839,71505.48288607816,1.0
455,CASH_OUT,190396.01821748243,27154.13575776959,0.0,103850.17973864988,294246.1979561323,1.0
67,PAYMENT,14115.711311061978,72276.24901423002,58160.53770316805,898199.1271969951,912314.8385080571,0.0
558,CASH_IN,25241.524128739882,34651.02252277938,9409.498394039496,314537.8362378982,339779.3603666381,0.0
43,TRANSFER,57962.85585060707,230746.91815927022,172784.06230866315,2895.732749644361,60858.58860025143,0.0
229,TRANSFER,66347.9692180884,34598.82828633541,0.0,7561.470425542736,73909.43964363114,0.0
444,TRANSFER,127632.09493858388,20712.75344598416,0.0,198.88363185035826,127830.97857043424,1.0
234,CASH_OUT,2896.475951906905,2711.5508166880877,0.0,33586.625844617796,36483.1017965247,1.0
199,CASH_IN,7647.659981288385,249891.8960802851,242244.2360989967,7706.599051492366,15354.259032780752,0.0
497,PAYMENT,8235.773906397211,3358.2052077916746,0.0,21188.28765176445,29424.061558161662,0.0
32,DEBIT,3612.5734690770055,35417.33699484706,31804.763525770053,4248.135983906201,7860.709452983207,0.0
264,PAYMENT,603.7572162548689,109306.60789576713,108702.85067951225,4158.990341811784,4762.747558066652,0.0
113,DEBIT,32.82013232206016,789118.4042025135,789085.5840701915,1011.5786998581598,1044.3988321802199,0.0
459,PAYMENT,240603.45046531034,34657.13295587722,0.0,11632.788325142525,252236.23879045286,0.0
276,CASH_IN,984.5788547416506,355963.8379032716,354979.25904852996,68724.73605608693,69709.31491082857,1.0
146,DEBIT,505355.9206692997,23266.568389915556,0.0,5722.1019251178595,511078.02259441756,1.0
